Vehicle Type,Pickup Location,Drop Location,Booking Value,Ride Distance
Uber Go,Vidyaranyapura,MG Road,1695.33,4.28
UberXL,Vidyaranyapura,RT Nagar,498.46,1.99
Moto,Jayanagar,JP Nagar,0.0,0.0
Premier,Vijayanagar,Marathahalli,1832.56,13.1
Uber Go,Kadugodi,Koramangala,0.0,0.0
Premier,Mahadevapura,Hormavu,1581.25,26.54
UberXL,Banashankari,Bellandur,1205.5,19.19
Go Sedan,Indiranagar,Hennur,1502.79,17.17
Non-AC Taxi,Vidyaranyapura,Sarjapur Road,0.0,0.0
eBike,Hennur,Richmond Town,0.0,0.0
Uber Go,Mahadevapura,Richmond Town,1637.21,7.59
Uber Go,Mahadevapura,Hebbal,963.12,26.89
Premier,Nagarbhavi,Magadi Road,0.0,0.0
Non-AC Taxi,Nagarbhavi,Vijayanagar,102.82,4.75
Premier,Hulimavu,Richmond Town,1822.77,8.43
Go Sedan,Frazer Town,CV Raman Nagar,441.58,14.73
Non-AC Taxi,Hennur,Vijayanagar,0.0,0.0
eBike,Vidyaranyapura,Kengeri,0.0,0.0
UberXL,Kudlu Gate,Marathahalli,1493.47,5.15
Uber Go,Basaveshwaranagar,Hebbal,0.0,0.0
eBike,Sadashivanagar,Bellandur,1417.04,18.79
Go Sedan,Whitefield,JP Nagar,886.91,7.46
UberXL,Sadashivanagar,Indiranagar,173.38,3.09
Uber Go,Banashankari,Dasarahalli,908.61,3.0
Non-AC Taxi,Devanahalli,Hosur Road,503.77,15.01
Go Sedan,Marathahalli,KR Puram,1059.01,22.24
UberXL,Kadugodi,Benson Town,0.0,0.0
Premier,Vidyaranyapura,Hulimavu,1152.54,2.75
Premier,Basavanagudi,Banashankari,1875.06,16.49
Uber Go,Ulsoor,Magadi Road,0.0,0.0
eBike,Lingarajapuram,Mahadevapura,1111.75,19.07
UberXL,Marathahalli,Varthur,436.15,19.57
Moto,Rajajinagar,Dasarahalli,936.35,1.92
Premier,CV Raman Nagar,RT Nagar,0.0,0.0
UberXL,Whitefield,Bommanahalli,868.11,15.09
Moto,HSR Layout,Richmond Town,1153.16,11.16
Uber Go,Lingarajapuram,Magadi Road,1896.89,22.9
Non-AC Taxi,Mahadevapura,BTM Layout,0.0,0.0
UberXL,Lingarajapuram,JP Nagar,0.0,0.0
Uber Go,BTM Layout,Sadashivanagar,629.22,26.46
eBike,CV Raman Nagar,RT Nagar,0.0,0.0
Premier,BTM Layout,Bannerghatta Road,0.0,0.0
UberXL,Mahadevapura,Vidyaranyapura,0.0,0.0
Moto,Sarjapur Road,Varthur,0.0,0.0
Moto,BTM Layout,RT Nagar,0.0,0.0
Moto,HSR Layout,Dasarahalli,366.34,28.11
Uber Go,Basavanagudi,JP Nagar,403.93,29.37
UberXL,Magadi Road,Benson Town,0.0,0.0
Non-AC Taxi,Devanahalli,Mahadevapura,0.0,0.0
Non-AC Taxi,Anekal,Vijayanagar,1196.2,16.2
Premier,Whitefield,Banashankari,1267.93,8.78
Go Sedan,Indiranagar,Banashankari,0.0,0.0
Moto,Magadi Road,Kengeri,917.21,18.46
Non-AC Taxi,Dasarahalli,Bommanahalli,0.0,0.0
eBike,MG Road,Yelahanka,1128.74,18.84
Moto,Kadugodi,Dasarahalli,807.47,15.12
Moto,Hennur,Bellandur,1849.29,25.87
Moto,Banashankari,Mahadevapura,0.0,0.0
UberXL,Basavanagudi,Basavanagudi,0.0,0.0
Moto,Rajajinagar,Marathahalli,1984.41,4.91
Non-AC Taxi,Bommanahalli,Kudlu Gate,912.54,21.8
eBike,MG Road,Basavanagudi,124.08,28.92
Uber Go,Cox Town,Richmond Town,0.0,0.0
UberXL,Kengeri,Benson Town,1841.23,18.32
Moto,Hosur Road,Frazer Town,276.56,10.8
UberXL,Sadashivanagar,Kadugodi,0.0,0.0
Uber Go,Kengeri,MG Road,996.59,13.6
Non-AC Taxi,BTM Layout,Hosur Road,0.0,0.0
eBike,Anekal,Kadugodi,1805.54,7.02
Premier,Mahadevapura,Basaveshwaranagar,1586.3,3.72
Moto,Koramangala,Ulsoor,697.86,22.34
Uber Go,Varthur,Yelahanka,489.78,13.58
UberXL,Jayanagar,Hulimavu,950.03,5.14
Moto,Hormavu,CV Raman Nagar,1142.34,8.34
eBike,Basavanagudi,MG Road,0.0,0.0
Premier,Hulimavu,Anekal,0.0,0.0
Go Sedan,Basaveshwaranagar,Sadashivanagar,0.0,0.0
Go Sedan,Magadi Road,Kudlu Gate,95.66,3.7
eBike,Hebbal,Koramangala,1874.09,2.24
Uber Go,Bannerghatta Road,Frazer Town,0.0,0.0
UberXL,Ulsoor,Richmond Town,0.0,0.0
eBike,Nagarbhavi,Lingarajapuram,116.74,21.71
Premier,JP Nagar,Bommanahalli,672.87,6.78
Moto,Magadi Road,Varthur,803.78,8.48
UberXL,Indiranagar,Vidyaranyapura,1792.31,16.01
Go Sedan,Hebbal,MG Road,1701.83,29.15
Non-AC Taxi,Hosur Road,Rajajinagar,0.0,0.0
eBike,Bommanahalli,Bannerghatta Road,0.0,0.0
Non-AC Taxi,Banashankari,Devanahalli,0.0,0.0
eBike,Varthur,Kudlu Gate,1100.56,19.53
Premier,BTM Layout,Rajajinagar,1214.98,26.1
UberXL,Bellandur,KR Puram,1938.71,29.46
Moto,Nagarbhavi,Hosur Road,885.03,2.92
Premier,Yelahanka,Lingarajapuram,1240.46,8.07
Uber Go,Vijayanagar,Sadashivanagar,457.77,11.27
Go Sedan,Ulsoor,Yelahanka,1678.58,15.08
Premier,MG Road,Nagarbhavi,0.0,0.0
Go Sedan,Bommanahalli,Kudlu Gate,1899.04,1.55
Premier,KR Puram,Vijayanagar,827.73,25.39
UberXL,Kammanahalli,Hulimavu,936.93,22.94
Non-AC Taxi,Bannerghatta Road,Koramangala,1702.1,21.19
Go Sedan,Bannerghatta Road,Bellandur,0.0,0.0
Non-AC Taxi,Koramangala,Hebbal,945.4,15.2
eBike,Lingarajapuram,HSR Layout,1169.09,10.25
Go Sedan,Devanahalli,Sadashivanagar,1895.57,23.5
Uber Go,MG Road,HSR Layout,1075.72,2.82
Premier,Ulsoor,HSR Layout,0.0,0.0
eBike,Kadugodi,Devanahalli,1460.04,1.35
eBike,Hebbal,JP Nagar,1719.45,8.73
UberXL,Hosur Road,BTM Layout,0.0,0.0
Moto,Malleswaram,Hulimavu,0.0,0.0
Premier,Kengeri,Hebbal,318.84,27.18
Uber Go,Sarjapur Road,HSR Layout,809.7,28.11
eBike,Sadashivanagar,JP Nagar,1768.98,16.57
Non-AC Taxi,Cox Town,Varthur,0.0,0.0
Moto,Bellandur,BTM Layout,571.2,14.07
eBike,Frazer Town,Kammanahalli,1135.04,20.17
UberXL,Benson Town,Cox Town,709.13,8.99
Go Sedan,Hebbal,Kammanahalli,960.51,28.54
Non-AC Taxi,Hormavu,Yelahanka,837.15,8.72
Moto,Hosur Road,Malleswaram,1455.17,6.42
Moto,Malleswaram,Kammanahalli,1604.03,9.98
UberXL,HSR Layout,Whitefield,1278.72,7.18
Moto,Cox Town,Vijayanagar,1187.42,2.38
Moto,Bommanahalli,CV Raman Nagar,643.3,29.41
Premier,Nagarbhavi,Basaveshwaranagar,962.4,17.27
Uber Go,Kammanahalli,Kengeri,1802.83,15.14
eBike,Cox Town,Devanahalli,1361.79,5.78
Non-AC Taxi,Vidyaranyapura,Bannerghatta Road,0.0,0.0
eBike,Cox Town,Devanahalli,1203.96,29.78
Non-AC Taxi,Hennur,Frazer Town,897.11,27.39
eBike,Vidyaranyapura,Kudlu Gate,1036.56,12.34
Moto,Anekal,Devanahalli,1639.29,4.16
Uber Go,Sarjapur Road,Devanahalli,125.66,28.61
eBike,Bommanahalli,Ulsoor,1635.66,18.06
UberXL,Devanahalli,Varthur,1289.26,21.25
eBike,HSR Layout,Bommanahalli,1903.84,17.48
Uber Go,RT Nagar,Magadi Road,746.51,25.93
Non-AC Taxi,Hennur,Koramangala,0.0,0.0
eBike,Electronic City,Frazer Town,0.0,0.0
UberXL,Banashankari,Anekal,0.0,0.0
Moto,Nagarbhavi,Bannerghatta Road,1246.13,2.38
Non-AC Taxi,Cox Town,Kudlu Gate,0.0,0.0
Uber Go,Yelahanka,Koramangala,0.0,0.0
Non-AC Taxi,CV Raman Nagar,Kudlu Gate,449.89,17.99
Non-AC Taxi,Hebbal,Mahadevapura,0.0,0.0
Moto,JP Nagar,Mahadevapura,753.43,15.71
Uber Go,Indiranagar,Magadi Road,0.0,0.0
Go Sedan,HSR Layout,Hebbal,411.72,6.78
Uber Go,Hennur,Jayanagar,82.28,23.44
Moto,Electronic City,Hebbal,485.94,23.27
Moto,Bellandur,Sadashivanagar,0.0,0.0
eBike,HSR Layout,Kengeri,1999.74,2.24
Non-AC Taxi,Devanahalli,Basavanagudi,1271.42,23.02
UberXL,Hormavu,JP Nagar,0.0,0.0
Go Sedan,Dasarahalli,Whitefield,1322.83,4.26
UberXL,Shivaji Nagar,Dasarahalli,1628.35,29.39
Go Sedan,Bellandur,Hennur,934.88,28.62
eBike,Yeshwanthpur,Jayanagar,0.0,0.0
Non-AC Taxi,Kudlu Gate,Varthur,569.13,5.96
Premier,CV Raman Nagar,Koramangala,0.0,0.0
Uber Go,Bommanahalli,Bannerghatta Road,888.88,5.56
Go Sedan,Marathahalli,Dasarahalli,267.51,27.13
Go Sedan,JP Nagar,Koramangala,0.0,0.0
Go Sedan,Yelahanka,Benson Town,0.0,0.0
Moto,Kadugodi,Vijayanagar,1340.24,27.04
Moto,Ulsoor,Ulsoor,0.0,0.0
Moto,Cox Town,Anekal,1256.38,10.19
Premier,HSR Layout,Bannerghatta Road,1016.93,11.17
Moto,Basaveshwaranagar,Mahadevapura,0.0,0.0
UberXL,RT Nagar,HSR Layout,1476.07,1.18
eBike,Kadugodi,Basaveshwaranagar,0.0,0.0
Premier,Ulsoor,Whitefield,0.0,0.0
Go Sedan,Hosur Road,MG Road,624.89,1.41
Premier,Devanahalli,Sadashivanagar,0.0,0.0
Premier,Hebbal,Dasarahalli,1964.54,6.88
eBike,Malleswaram,Jayanagar,1411.24,28.0
Moto,Vijayanagar,Basavanagudi,1446.11,16.27
eBike,Frazer Town,RT Nagar,0.0,0.0
Non-AC Taxi,Frazer Town,Banashankari,1559.37,5.91
Premier,Bommanahalli,Lingarajapuram,1433.38,11.26
Go Sedan,Kadugodi,Varthur,0.0,0.0
Uber Go,Richmond Town,Sarjapur Road,0.0,0.0
Uber Go,Benson Town,Banashankari,768.1,10.71
Moto,Mahadevapura,Bellandur,643.61,11.0
UberXL,Ulsoor,Devanahalli,170.76,27.38
Moto,Mahadevapura,BTM Layout,0.0,0.0
eBike,Bommanahalli,Dasarahalli,234.02,27.12
Non-AC Taxi,Bannerghatta Road,JP Nagar,252.73,10.2
Non-AC Taxi,Magadi Road,Vidyaranyapura,179.0,17.59
Non-AC Taxi,Frazer Town,Varthur,671.89,22.46
Uber Go,Whitefield,Basaveshwaranagar,1730.11,19.96
Non-AC Taxi,Benson Town,Kadugodi,1430.74,26.39
Uber Go,KR Puram,Dasarahalli,1859.01,28.34
Go Sedan,Lingarajapuram,Dasarahalli,1666.12,19.79
Premier,Domlur,Cox Town,0.0,0.0
Go Sedan,Marathahalli,Electronic City,0.0,0.0
Uber Go,Hebbal,Kadugodi,109.41,18.44
Premier,Domlur,Kadugodi,416.07,3.56
UberXL,JP Nagar,Marathahalli,63.81,9.72
Non-AC Taxi,Cox Town,Electronic City,1321.08,12.15
eBike,Cox Town,Electronic City,616.04,26.91
Go Sedan,JP Nagar,Shivaji Nagar,0.0,0.0
Premier,Hosur Road,Indiranagar,83.56,23.66
eBike,CV Raman Nagar,KR Puram,713.41,4.91
UberXL,Basavanagudi,Basavanagudi,647.51,15.6
Uber Go,Dasarahalli,Sarjapur Road,802.9,14.69
Non-AC Taxi,Ulsoor,Mahadevapura,1339.35,2.72
Uber Go,Yeshwanthpur,Shivaji Nagar,435.55,28.81
Moto,Cox Town,RT Nagar,1554.3,22.61
Moto,Yeshwanthpur,BTM Layout,1505.69,29.3
Go Sedan,Varthur,Cox Town,1034.52,12.36
Non-AC Taxi,Shivaji Nagar,Dasarahalli,134.39,27.38
Go Sedan,Marathahalli,Hennur,1988.53,8.92
Moto,Shivaji Nagar,HSR Layout,1721.29,13.73
Premier,Devanahalli,BTM Layout,0.0,0.0
Uber Go,Whitefield,Richmond Town,797.5,19.83
UberXL,Hormavu,RT Nagar,0.0,0.0
Go Sedan,Electronic City,JP Nagar,1311.48,4.14
eBike,Electronic City,Anekal,0.0,0.0
eBike,CV Raman Nagar,Hebbal,0.0,0.0
Moto,Dasarahalli,Sarjapur Road,0.0,0.0
Non-AC Taxi,Kudlu Gate,BTM Layout,0.0,0.0
eBike,Electronic City,Basavanagudi,863.92,22.31
Go Sedan,Mahadevapura,Jayanagar,0.0,0.0
Premier,Anekal,Lingarajapuram,138.42,19.82
eBike,Dasarahalli,Ulsoor,0.0,0.0
Uber Go,MG Road,Mahadevapura,526.86,4.03
UberXL,Hosur Road,Sarjapur Road,236.49,2.3
Non-AC Taxi,Benson Town,Varthur,1471.24,24.64
Premier,Shivaji Nagar,Nagarbhavi,0.0,0.0
eBike,Kadugodi,Hulimavu,1988.73,6.72
Moto,Kadugodi,Whitefield,1549.26,16.11
Non-AC Taxi,Domlur,Basavanagudi,85.36,10.01
Non-AC Taxi,Magadi Road,Cox Town,1596.81,11.18
Moto,Koramangala,Bommanahalli,0.0,0.0
Uber Go,Varthur,Hosur Road,59.82,20.48
Moto,Kengeri,CV Raman Nagar,0.0,0.0
UberXL,Domlur,Ulsoor,591.13,10.67
Non-AC Taxi,MG Road,Kadugodi,0.0,0.0
UberXL,Cox Town,Malleswaram,1640.52,16.53
Uber Go,Devanahalli,RT Nagar,557.78,17.68
Non-AC Taxi,MG Road,KR Puram,0.0,0.0
Non-AC Taxi,Anekal,Hulimavu,1690.88,27.09
UberXL,Koramangala,Lingarajapuram,425.61,2.83
eBike,Frazer Town,Basavanagudi,566.0,18.67
Go Sedan,Kudlu Gate,HSR Layout,646.4,9.94
eBike,Koramangala,Sadashivanagar,0.0,0.0
Uber Go,Whitefield,Hosur Road,267.31,23.54
UberXL,Mahadevapura,MG Road,1808.94,14.91
Premier,Cox Town,Domlur,600.29,3.82
Premier,Vijayanagar,Benson Town,241.84,1.44
eBike,Sadashivanagar,Domlur,1251.34,11.95
eBike,Kammanahalli,Bellandur,1937.14,11.9
Moto,Kengeri,Malleswaram,959.74,5.44
Non-AC Taxi,Bannerghatta Road,Vidyaranyapura,719.73,22.38
Go Sedan,Electronic City,Kammanahalli,0.0,0.0
eBike,Hormavu,Yelahanka,1020.3,6.78
eBike,BTM Layout,RT Nagar,0.0,0.0
Uber Go,KR Puram,Marathahalli,1600.22,28.61
Premier,Kengeri,Indiranagar,1540.61,22.31
Uber Go,Shivaji Nagar,Indiranagar,0.0,0.0
Uber Go,Varthur,Devanahalli,158.54,21.75
Non-AC Taxi,Malleswaram,HSR Layout,1799.6,22.42
Uber Go,Basaveshwaranagar,Ulsoor,0.0,0.0
Go Sedan,Kengeri,Kudlu Gate,0.0,0.0
Uber Go,Nagarbhavi,Basaveshwaranagar,0.0,0.0
Go Sedan,Ulsoor,Richmond Town,1748.65,1.14
Go Sedan,Banashankari,Shivaji Nagar,1314.6,13.3
Go Sedan,JP Nagar,BTM Layout,0.0,0.0
Moto,Bommanahalli,Anekal,809.3,4.07
UberXL,Bellandur,Hebbal,848.37,12.15
Non-AC Taxi,Domlur,Ulsoor,0.0,0.0
eBike,Mahadevapura,MG Road,751.3,22.95
UberXL,Basavanagudi,Vidyaranyapura,1715.88,1.88
eBike,Kadugodi,Mahadevapura,1645.92,21.92
Go Sedan,Vidyaranyapura,Dasarahalli,675.62,19.66
Moto,Shivaji Nagar,Magadi Road,1908.18,25.54
Premier,Magadi Road,Magadi Road,360.92,6.66
Go Sedan,Nagarbhavi,JP Nagar,0.0,0.0
Moto,Domlur,Cox Town,0.0,0.0
Moto,Mahadevapura,Kudlu Gate,1470.46,24.97
UberXL,JP Nagar,Mahadevapura,0.0,0.0
Moto,Benson Town,Hosur Road,322.49,20.6
Go Sedan,Hulimavu,Nagarbhavi,733.54,14.42
eBike,Banashankari,Benson Town,0.0,0.0
Non-AC Taxi,Kammanahalli,Kudlu Gate,1358.43,24.88
Non-AC Taxi,MG Road,Ulsoor,0.0,0.0
Uber Go,Anekal,Varthur,236.78,13.38
Premier,Nagarbhavi,Sarjapur Road,1460.45,28.53
UberXL,Kadugodi,RT Nagar,0.0,0.0
Uber Go,Mahadevapura,Rajajinagar,1741.66,5.6
Uber Go,Yeshwanthpur,Magadi Road,444.92,14.99
Non-AC Taxi,Cox Town,Ulsoor,0.0,0.0
UberXL,Anekal,Bommanahalli,108.31,10.48
eBike,Whitefield,Electronic City,0.0,0.0
Uber Go,HSR Layout,Jayanagar,654.54,24.79
Non-AC Taxi,Yeshwanthpur,Hosur Road,1728.98,14.48
eBike,BTM Layout,Vidyaranyapura,158.52,11.36
Premier,Ulsoor,Rajajinagar,1213.26,26.44
Moto,Domlur,Yeshwanthpur,262.81,22.16
Premier,Hosur Road,Yelahanka,0.0,0.0
Non-AC Taxi,Yeshwanthpur,Hennur,1498.62,14.41
UberXL,Shivaji Nagar,Indiranagar,1875.12,23.75
eBike,Nagarbhavi,Rajajinagar,0.0,0.0
UberXL,Richmond Town,Bellandur,0.0,0.0
Go Sedan,Banashankari,Hosur Road,97.74,19.13
UberXL,Nagarbhavi,Indiranagar,0.0,0.0
UberXL,Basaveshwaranagar,Yeshwanthpur,126.14,1.79
Uber Go,Devanahalli,Malleswaram,1263.47,20.58
Moto,Jayanagar,Benson Town,0.0,0.0
Uber Go,RT Nagar,Koramangala,0.0,0.0
eBike,Nagarbhavi,Basavanagudi,0.0,0.0
Uber Go,KR Puram,Yelahanka,505.36,14.84
Moto,JP Nagar,Vijayanagar,794.37,10.93
Non-AC Taxi,Hosur Road,Hennur,0.0,0.0
eBike,Basaveshwaranagar,Lingarajapuram,467.81,17.52
Go Sedan,Mahadevapura,Sarjapur Road,0.0,0.0
Moto,Nagarbhavi,Anekal,318.5,16.71
Go Sedan,Hulimavu,Yelahanka,1533.06,16.83
UberXL,Rajajinagar,Hulimavu,0.0,0.0
Non-AC Taxi,Basaveshwaranagar,JP Nagar,1547.15,17.68
Premier,Sadashivanagar,Bellandur,0.0,0.0
UberXL,BTM Layout,Richmond Town,279.03,26.41
Go Sedan,JP Nagar,Hebbal,798.77,18.03
Moto,Basaveshwaranagar,Kengeri,0.0,0.0
Premier,Lingarajapuram,Bommanahalli,1590.65,7.05
Go Sedan,Shivaji Nagar,Varthur,1323.64,22.94
Moto,Vijayanagar,Basavanagudi,1402.02,23.39
UberXL,Magadi Road,Shivaji Nagar,1698.07,23.94
UberXL,Kudlu Gate,Ulsoor,0.0,0.0
Go Sedan,Hebbal,Electronic City,936.08,1.94
Uber Go,Electronic City,Jayanagar,1706.43,28.46
UberXL,KR Puram,Bannerghatta Road,0.0,0.0
Non-AC Taxi,MG Road,CV Raman Nagar,1044.98,20.3
Moto,Varthur,Magadi Road,0.0,0.0
UberXL,MG Road,Kammanahalli,836.84,13.53
Uber Go,Hulimavu,Dasarahalli,0.0,0.0
UberXL,Vidyaranyapura,Vidyaranyapura,1598.81,16.14
Premier,JP Nagar,Rajajinagar,1907.49,19.52
Premier,Banashankari,CV Raman Nagar,0.0,0.0
Go Sedan,Vijayanagar,Shivaji Nagar,398.92,12.56
Go Sedan,Bommanahalli,Mahadevapura,576.02,26.04
eBike,JP Nagar,Shivaji Nagar,115.26,21.78
eBike,Vijayanagar,Hosur Road,1120.16,16.02
Uber Go,Mahadevapura,CV Raman Nagar,1863.35,12.2
UberXL,Frazer Town,Yelahanka,0.0,0.0
Moto,Vidyaranyapura,Sadashivanagar,964.41,26.35
eBike,Anekal,BTM Layout,0.0,0.0
Moto,Bannerghatta Road,JP Nagar,0.0,0.0
UberXL,Shivaji Nagar,Richmond Town,0.0,0.0
Uber Go,Hosur Road,Vijayanagar,560.19,21.18
Uber Go,Kengeri,Richmond Town,1974.32,26.17
Uber Go,Basavanagudi,KR Puram,183.11,9.48
Go Sedan,Richmond Town,Magadi Road,0.0,0.0
Premier,Magadi Road,Yeshwanthpur,314.89,17.98
eBike,Yelahanka,Hulimavu,282.44,9.94
Moto,Bellandur,Frazer Town,1577.45,15.4
Moto,Basavanagudi,Bommanahalli,0.0,0.0
Moto,Lingarajapuram,Rajajinagar,1198.31,15.79
Moto,Devanahalli,Vidyaranyapura,1244.64,22.35
Uber Go,Sarjapur Road,Magadi Road,0.0,0.0
UberXL,Kadugodi,Richmond Town,0.0,0.0
eBike,Vijayanagar,Rajajinagar,484.53,10.77
Go Sedan,Sarjapur Road,BTM Layout,1187.24,25.48
Uber Go,Marathahalli,Koramangala,1665.94,13.04
Premier,Sarjapur Road,Kudlu Gate,905.55,22.49
Non-AC Taxi,Varthur,Vidyaranyapura,0.0,0.0
Non-AC Taxi,Nagarbhavi,Rajajinagar,786.45,1.07
Moto,Mahadevapura,Varthur,0.0,0.0
UberXL,Varthur,Electronic City,328.43,1.72
Moto,Cox Town,Anekal,260.09,1.57
Uber Go,Cox Town,Yeshwanthpur,0.0,0.0
eBike,Bellandur,Nagarbhavi,520.12,27.34
eBike,Sarjapur Road,Hennur,1937.49,16.1
Premier,Malleswaram,Kengeri,1564.3,5.41
eBike,Koramangala,Nagarbhavi,745.2,27.81
eBike,Jayanagar,Vijayanagar,1033.8,25.93
Non-AC Taxi,Hosur Road,Hormavu,1785.19,20.65
Moto,Rajajinagar,MG Road,1260.07,19.17
Moto,Jayanagar,Jayanagar,0.0,0.0
eBike,Rajajinagar,Koramangala,200.64,13.3
UberXL,Yeshwanthpur,Kadugodi,0.0,0.0
Uber Go,Kadugodi,JP Nagar,0.0,0.0
UberXL,Mahadevapura,Sadashivanagar,0.0,0.0
Premier,Ulsoor,Anekal,902.5,3.02
Go Sedan,HSR Layout,Dasarahalli,1228.88,12.31
Moto,Jayanagar,HSR Layout,0.0,0.0
Non-AC Taxi,Benson Town,Richmond Town,1723.92,8.27
UberXL,Marathahalli,RT Nagar,0.0,0.0
eBike,Ulsoor,HSR Layout,1589.36,6.58
UberXL,Hebbal,Mahadevapura,0.0,0.0
Premier,Malleswaram,Hosur Road,0.0,0.0
Non-AC Taxi,Devanahalli,Magadi Road,0.0,0.0
Moto,Ulsoor,Anekal,0.0,0.0
eBike,Banashankari,Vidyaranyapura,1769.69,10.17
UberXL,Ulsoor,Koramangala,1535.08,15.92
Non-AC Taxi,Ulsoor,Hormavu,0.0,0.0
Non-AC Taxi,Hennur,JP Nagar,420.01,16.78
Non-AC Taxi,Vidyaranyapura,Dasarahalli,0.0,0.0
Uber Go,Whitefield,Hennur,1142.0,6.16
Go Sedan,Basavanagudi,HSR Layout,1835.7,11.84
eBike,Benson Town,Yelahanka,0.0,0.0
Go Sedan,Bannerghatta Road,RT Nagar,565.81,22.2
Moto,RT Nagar,Basaveshwaranagar,1219.01,15.53
Non-AC Taxi,JP Nagar,Yelahanka,453.13,22.16
Uber Go,BTM Layout,Kammanahalli,376.2,21.65
Go Sedan,Hennur,RT Nagar,1977.89,24.28
Uber Go,Ulsoor,Marathahalli,691.48,29.94
Moto,Jayanagar,Basavanagudi,69.04,21.43
Premier,Varthur,JP Nagar,0.0,0.0
Go Sedan,Lingarajapuram,Frazer Town,1300.03,27.32
Non-AC Taxi,Lingarajapuram,Hennur,0.0,0.0
Moto,CV Raman Nagar,Hulimavu,492.46,10.21
UberXL,Bannerghatta Road,Shivaji Nagar,331.22,15.26
Non-AC Taxi,Hosur Road,Sadashivanagar,0.0,0.0
Premier,Bommanahalli,CV Raman Nagar,0.0,0.0
Premier,Sadashivanagar,Rajajinagar,1472.22,3.57
Premier,Banashankari,MG Road,763.69,27.11
Go Sedan,Hebbal,Rajajinagar,0.0,0.0
UberXL,Richmond Town,Electronic City,1904.29,28.56
Moto,Sadashivanagar,Vijayanagar,1029.67,3.92
Uber Go,HSR Layout,Kadugodi,1122.33,8.74
UberXL,Koramangala,Hosur Road,1952.21,17.28
Go Sedan,Hormavu,Vidyaranyapura,0.0,0.0
Non-AC Taxi,Bellandur,BTM Layout,552.85,8.44
UberXL,Kengeri,Hormavu,1085.61,16.74
Moto,Anekal,Indiranagar,1798.74,16.67
Premier,Rajajinagar,Frazer Town,390.55,27.5
Non-AC Taxi,Kadugodi,Electronic City,333.44,8.0
Uber Go,Rajajinagar,Hennur,552.37,28.08
Non-AC Taxi,RT Nagar,MG Road,0.0,0.0
Uber Go,Vijayanagar,Nagarbhavi,251.38,4.33
Go Sedan,Frazer Town,Hennur,773.69,2.01
UberXL,Bannerghatta Road,Ulsoor,1402.08,26.34
Non-AC Taxi,Kengeri,Kengeri,640.29,8.54
Moto,Basavanagudi,Whitefield,1168.36,20.53
Go Sedan,Devanahalli,Hormavu,1799.52,25.74
eBike,CV Raman Nagar,Kudlu Gate,1901.55,14.35
Go Sedan,Devanahalli,KR Puram,56.08,7.72
Go Sedan,Vidyaranyapura,Banashankari,1108.75,12.39
Premier,BTM Layout,Banashankari,1737.88,16.35
Moto,KR Puram,Varthur,364.64,25.4
UberXL,Bellandur,Vijayanagar,696.21,28.62
UberXL,Malleswaram,Devanahalli,0.0,0.0
Non-AC Taxi,Sarjapur Road,Mahadevapura,0.0,0.0
Non-AC Taxi,Basaveshwaranagar,Hebbal,0.0,0.0
Non-AC Taxi,Devanahalli,Yelahanka,1838.76,6.62
Go Sedan,Nagarbhavi,Hosur Road,0.0,0.0
Non-AC Taxi,Electronic City,Frazer Town,631.45,25.58
Moto,Devanahalli,CV Raman Nagar,1241.51,1.36
eBike,Banashankari,Benson Town,1712.96,3.49
Uber Go,Basavanagudi,CV Raman Nagar,392.62,14.49
UberXL,Basaveshwaranagar,Dasarahalli,373.71,10.65
eBike,Vidyaranyapura,RT Nagar,0.0,0.0
eBike,Dasarahalli,Shivaji Nagar,502.85,21.43
Go Sedan,Anekal,Kadugodi,499.06,13.33
Non-AC Taxi,Yelahanka,Hebbal,318.54,27.36
Moto,Yeshwanthpur,Whitefield,1604.0,25.54
Moto,Vidyaranyapura,Kadugodi,0.0,0.0
Go Sedan,Kadugodi,Hormavu,536.95,22.4
UberXL,Basavanagudi,Rajajinagar,0.0,0.0
Premier,Mahadevapura,Kudlu Gate,134.14,21.05
UberXL,CV Raman Nagar,Vijayanagar,815.73,10.76
Non-AC Taxi,Indiranagar,Bannerghatta Road,1594.84,18.81
Moto,HSR Layout,Hennur,0.0,0.0
Moto,Hebbal,Magadi Road,0.0,0.0
Premier,RT Nagar,Kadugodi,1804.06,29.12
UberXL,Ulsoor,Anekal,0.0,0.0
Non-AC Taxi,Shivaji Nagar,Hennur,536.92,24.62
Uber Go,RT Nagar,Rajajinagar,651.42,27.72
UberXL,Yeshwanthpur,Hosur Road,0.0,0.0
Moto,Sadashivanagar,Magadi Road,0.0,0.0
eBike,Rajajinagar,Richmond Town,532.56,29.74
UberXL,Marathahalli,Hebbal,564.79,3.23
Uber Go,Hulimavu,Jayanagar,1172.4,26.58
Go Sedan,Domlur,Magadi Road,0.0,0.0
Uber Go,Nagarbhavi,Benson Town,0.0,0.0
Uber Go,Anekal,HSR Layout,777.28,7.81
Go Sedan,Indiranagar,KR Puram,0.0,0.0
Moto,Banashankari,Rajajinagar,0.0,0.0
UberXL,Nagarbhavi,Sadashivanagar,395.6,6.12
Uber Go,Hosur Road,Richmond Town,381.92,8.64
Premier,Anekal,CV Raman Nagar,1951.97,23.0
Go Sedan,Sadashivanagar,Nagarbhavi,0.0,0.0
eBike,Hebbal,Hosur Road,0.0,0.0
Uber Go,Sadashivanagar,Hormavu,1468.96,18.68
