Vehicle Type,Pickup Location,Drop Location,Ride Distance,Booking Value
Go Mini,Ramesh Nagar,Sadar Bazar Gurgaon,40.93,865.0
Bike,Saidulajab,Ambience Mall,2.97,418.0
Bike,Paharganj,Meerut,46.02,108.0
Bike,Paharganj,Meerut,46.02,108.0
Bike,Dilshad Garden,Meerut,44.51,2666.0
Auto,Mehrauli,Keshav Puram,30.78,1182.0
Premier Sedan,Kadarpur,Dwarka Sector 21,30.54,91.0
Go Mini,Peeragarhi,Karol Bagh,32.0,219.0
Auto,Yamuna Bank,Raj Nagar Extension,42.64,147.0
Auto,Yamuna Bank,Raj Nagar Extension,42.64,147.0
Auto,Bhiwadi,AIIMS,47.35,226.0
Bike,IMT Manesar,Saket,12.95,1587.0
eBike,Sohna Road,Anand Vihar,24.94,604.0
Go Mini,Vasant Kunj,Shastri Park,29.32,900.0
Uber XL,Kaushambi,Mehrauli,39.5,1068.0
eBike,Rajouri Garden,Ghitorni Village,18.8,195.0
eBike,Mehrauli,Pragati Maidan,12.38,338.0
eBike,Mehrauli,Pragati Maidan,12.38,338.0
Bike,Dwarka Mor,Gwal Pahari,14.69,576.0
Go Sedan,Satguru Ram Singh Marg,Cyber Hub,23.62,624.0
Bike,Saket,Hero Honda Chowk,4.81,1063.0
Auto,Kaushambi,Udyog Vihar,9.43,561.0
Auto,Ghitorni Village,Kashmere Gate ISBT,8.7,1131.0
Auto,Mansarovar Park,Yamuna Bank,44.85,986.0
Go Sedan,Punjabi Bagh,Golf Course Road,34.6,646.0
Auto,Mundka,Green Park,16.58,662.0
Bike,Satguru Ram Singh Marg,Ghitorni Village,26.89,488.0
Bike,IFFCO Chowk,Bahadurgarh,43.01,158.0
Bike,IFFCO Chowk,Bahadurgarh,43.01,158.0
Auto,Faridabad Sector 15,Chhatarpur,30.59,238.0
Go Sedan,Udyog Bhawan,Tis Hazari,2.49,354.0
Bike,Udyog Bhawan,Raj Nagar Extension,49.88,256.0
Premier Sedan,Peeragarhi,Model Town,17.68,1188.0
Go Mini,Ghitorni,Vatika Chowk,25.49,273.0
Go Mini,Shastri Nagar,South Extension,42.99,767.0
Auto,DLF City Court,Mundka,8.93,287.0
Go Mini,Paharganj,Ashram,14.5,289.0
Bike,MG Road,Vaishali,15.44,115.0
eBike,Paharganj,Sultanpur,13.43,242.0
Auto,Shastri Nagar,Pataudi Chowk,5.2,768.0
Go Mini,IMT Manesar,Green Park,13.8,507.0
Premier Sedan,Golf Course Road,Mayur Vihar,9.33,253.0
Auto,New Colony,Adarsh Nagar,33.36,236.0
eBike,Raj Nagar Extension,Palam Vihar,27.57,463.0
Bike,Mayur Vihar,Lal Quila,46.9,987.0
Go Mini,Dilshad Garden,Subhash Nagar,44.74,695.0
Go Mini,Dilshad Garden,Subhash Nagar,44.74,695.0
Premier Sedan,Rohini West,Uttam Nagar,30.02,666.0
Premier Sedan,Tilak Nagar,Indraprastha,24.8,902.0
Premier Sedan,Tilak Nagar,Indraprastha,24.8,902.0
Go Mini,Karol Bagh,Seelampur,4.52,424.0
Go Mini,Satguru Ram Singh Marg,Arjangarh,38.63,724.0
Go Mini,Pitampura,Kashmere Gate ISBT,48.31,272.0
Bike,Ambience Mall,Vinobapuri,23.66,844.0
Auto,Arjangarh,Shahdara,15.47,377.0
Go Mini,Vinobapuri,Jama Masjid,13.04,896.0
Go Sedan,Adarsh Nagar,Karkarduma,35.37,414.0
Go Mini,Old Gurgaon,New Colony,30.1,482.0
Premier Sedan,Noida Sector 62,Pitampura,42.64,1221.0
Go Sedan,Nawada,Meerut,12.73,1404.0
Premier Sedan,Panchsheel Park,Jhilmil,3.01,297.0
Auto,Paharganj,Kashmere Gate ISBT,35.32,304.0
Go Sedan,Noida Extension,Ashram,36.61,114.0
Auto,New Delhi Railway Station,Chanakyapuri,26.07,90.0
Go Sedan,New Delhi Railway Station,Kirti Nagar,30.63,79.0
Go Mini,Paharganj,Netaji Subhash Place,36.19,120.0
Go Sedan,Vishwavidyalaya,Greater Noida,11.16,353.0
Auto,Preet Vihar,Netaji Subhash Place,40.57,655.0
Go Sedan,Laxmi Nagar,Hauz Khas,21.12,176.0
Auto,Bhikaji Cama Place,Nehru Place,26.35,400.0
Go Mini,Meerut,Vasant Kunj,44.15,69.0
Go Mini,Dilshad Garden,Arjangarh,21.8,1771.0
Go Sedan,Bhiwadi,Tughlakabad,17.53,241.0
Auto,Meerut,Mansarovar Park,28.92,798.0
eBike,Dwarka Sector 21,India Gate,36.81,429.0
Go Sedan,AIIMS,Lal Quila,37.07,781.0
Go Sedan,Moolchand,Pataudi Chowk,46.84,246.0
Bike,Noida Sector 18,Peeragarhi,10.68,346.0
Go Sedan,Barakhamba Road,Delhi Gate,10.86,400.0
Go Sedan,Keshav Puram,Badshahpur,44.18,184.0
Auto,Vaishali,Mehrauli,33.05,196.0
Auto,Pragati Maidan,Netaji Subhash Place,11.97,301.0
Premier Sedan,Rohini,Yamuna Bank,25.14,550.0
Go Mini,Kanhaiya Nagar,Munirka,30.43,499.0
Go Mini,Vishwavidyalaya,Uttam Nagar,39.94,534.0
Premier Sedan,New Colony,Moolchand,35.39,215.0
Go Mini,Indirapuram,Satguru Ram Singh Marg,19.65,851.0
Uber XL,Rajiv Nagar,Aya Nagar,3.2,83.0
Uber XL,Rajiv Nagar,Aya Nagar,3.2,83.0
eBike,Model Town,Ashok Park Main,30.46,504.0
eBike,Ashok Park Main,Peeragarhi,44.47,90.0
Go Sedan,Shastri Park,Indraprastha,11.08,466.0
Go Mini,IFFCO Chowk,Ardee City,28.54,255.0
Bike,DLF City Court,Sarai Kale Khan,34.95,1129.0
Go Sedan,Greater Kailash,Badshahpur,36.7,190.0
Premier Sedan,Dwarka Sector 21,Indirapuram,16.81,264.0
Bike,Badarpur,Moolchand,3.71,769.0
Bike,Laxmi Nagar,Ramesh Nagar,49.81,832.0
Auto,Vaishali,Tagore Garden,27.91,733.0
Auto,Uttam Nagar,Noida Sector 18,19.92,141.0
Auto,Uttam Nagar,Noida Sector 18,19.92,141.0
Auto,Golf Course Road,Sultanpur,9.68,322.0
Premier Sedan,Indirapuram,Vaishali,14.22,440.0
Bike,Basai Dhankot,Aya Nagar,48.41,98.0
Uber XL,Saidulajab,Shivaji Park,39.37,485.0
Uber XL,Saidulajab,Shivaji Park,39.37,485.0
Bike,Saket A Block,Inderlok,28.03,742.0
Bike,Jasola,Noida Extension,36.17,190.0
Auto,Hero Honda Chowk,Laxmi Nagar,17.68,149.0
Auto,Indirapuram,Madipur,32.05,795.0
Auto,Sadar Bazar Gurgaon,Greater Noida,34.04,840.0
Auto,Indraprastha,Dwarka Mor,22.14,242.0
Bike,Mandi House,Welcome,34.86,629.0
Auto,Karol Bagh,Noida Sector 18,7.3,359.0
Auto,Nirman Vihar,Ghitorni,49.42,995.0
Bike,Adarsh Nagar,Model Town,32.98,212.0
Bike,Adarsh Nagar,Model Town,32.98,212.0
eBike,DLF Phase 3,Gurgaon Sector 56,14.96,270.0
Auto,Sohna Road,Noida Extension,29.83,229.0
Go Sedan,Chandni Chowk,Pitampura,49.34,129.0
Go Mini,Delhi Gate,Kaushambi,49.85,188.0
Bike,Uttam Nagar,Munirka,7.97,470.0
Go Mini,Kalkaji,Karkarduma,25.35,197.0
Premier Sedan,IIT Delhi,Subhash Nagar,44.86,129.0
Premier Sedan,IIT Delhi,Subhash Nagar,44.86,129.0
Bike,Kirti Nagar,Gurgaon Sector 56,27.79,974.0
Premier Sedan,Nirman Vihar,Sultanpur,33.43,589.0
eBike,Kirti Nagar,Paschim Vihar,33.85,896.0
Auto,Gurgaon Sector 56,Okhla,2.77,1093.0
Premier Sedan,Paschim Vihar,Vatika Chowk,42.79,250.0
Go Mini,Raj Nagar Extension,Preet Vihar,20.89,495.0
Go Sedan,Ashram,Rajiv Nagar,24.99,793.0
Bike,Kashmere Gate,Barakhamba Road,18.35,121.0
Auto,Vaishali,Sikanderpur,33.81,226.0
Bike,Pataudi Chowk,Netaji Subhash Place,22.41,429.0
Auto,New Colony,Ramesh Nagar,19.39,432.0
Auto,Shivaji Park,Netaji Subhash Place,30.36,308.0
Auto,Gurgaon Railway Station,DLF Phase 3,40.27,129.0
Bike,Manesar,Civil Lines Gurgaon,5.1,969.0
Premier Sedan,Ardee City,Jasola,29.92,194.0
Auto,Botanical Garden,Noida Extension,49.76,1181.0
Go Sedan,Sikanderpur,Preet Vihar,45.83,273.0
eBike,Lok Kalyan Marg,Cyber Hub,17.07,57.0
Auto,Indirapuram,Badarpur,24.51,213.0
eBike,Udyog Bhawan,Faridabad Sector 15,49.44,413.0
Auto,Pataudi Chowk,Tilak Nagar,36.35,233.0
Premier Sedan,Subhash Chowk,New Delhi Railway Station,28.47,1351.0
Premier Sedan,Bhikaji Cama Place,Sarai Kale Khan,6.08,113.0
Premier Sedan,Samaypur Badli,Faridabad Sector 15,38.7,479.0
Auto,AIIMS,Paschim Vihar,15.87,237.0
Go Sedan,Subhash Chowk,Badarpur,49.85,1011.0
Go Mini,INA Market,Malviya Nagar,35.34,67.0
Auto,South Extension,Raj Nagar Extension,8.97,277.0
Auto,South Extension,Raj Nagar Extension,8.97,277.0
Auto,Vishwavidyalaya,Kirti Nagar,2.7,85.0
Premier Sedan,Tughlakabad,Vaishali,19.95,384.0
Go Mini,Badarpur,Okhla,36.82,3737.0
Go Sedan,AIIMS,Ashram,42.48,370.0
Auto,Pulbangash,Khan Market,35.45,89.0
Bike,Old Gurgaon,Ashok Park Main,7.82,365.0
Go Mini,India Gate,Hauz Rani,8.16,90.0
Premier Sedan,Keshav Puram,Sonipat,31.64,935.0
Bike,INA Market,Keshav Puram,35.16,298.0
Auto,Peeragarhi,Laxmi Nagar,32.01,275.0
Auto,Noida Film City,Adarsh Nagar,30.39,1220.0
eBike,Punjabi Bagh,Lok Kalyan Marg,13.6,234.0
Go Sedan,Chanakyapuri,Munirka,31.05,164.0
Go Sedan,Dwarka Mor,Vasant Kunj,12.79,448.0
Bike,Hauz Khas,Mundka,21.59,50.0
Go Mini,Raj Nagar Extension,Green Park,29.28,973.0
eBike,Indirapuram,Badshahpur,47.68,350.0
Uber XL,Indirapuram,Kashmere Gate ISBT,8.86,378.0
Bike,Sonipat,Sadar Bazar Gurgaon,39.76,409.0
Go Mini,Moti Nagar,Patel Chowk,48.48,248.0
Go Mini,Gurgaon Sector 29,Palam Vihar,13.53,71.0
Auto,MG Road,Pataudi Chowk,31.12,752.0
Go Sedan,AIIMS,Qutub Minar,46.5,678.0
Go Mini,Pulbangash,Dwarka Sector 21,7.96,1007.0
Go Mini,Dwarka Mor,Gwal Pahari,47.05,1503.0
Go Sedan,Tilak Nagar,Madipur,24.18,874.0
Premier Sedan,Kaushambi,MG Road,43.82,55.0
Premier Sedan,Laxmi Nagar,Ashram,31.2,1317.0
Go Sedan,Uttam Nagar,Rajouri Garden,18.95,53.0
Uber XL,Vasant Kunj,Badarpur,9.58,150.0
Go Sedan,New Delhi Railway Station,Ashok Park Main,22.61,448.0
Go Sedan,Ashok Vihar,Udyog Vihar Phase 4,10.52,561.0
Auto,Tagore Garden,Kashmere Gate,26.52,348.0
Auto,Chandni Chowk,Lal Quila,2.29,115.0
Auto,Chandni Chowk,Lal Quila,2.29,115.0
Go Mini,Tughlakabad,Tilak Nagar,14.13,791.0
Auto,Delhi Gate,Nawada,18.27,935.0
Premier Sedan,Basai Dhankot,Greater Noida,16.92,429.0
Go Mini,Shivaji Park,Jor Bagh,13.58,50.0
Premier Sedan,Rajiv Chowk,Lal Quila,2.9,618.0
Auto,Manesar,Sonipat,10.91,391.0
Bike,Akshardham,Sonipat,43.69,676.0
Bike,Lal Quila,Model Town,19.76,181.0
Go Sedan,Qutub Minar,GTB Nagar,28.3,400.0
Go Mini,Cyber Hub,Chhatarpur,49.07,151.0
Auto,Hauz Khas,Ashram,3.74,778.0
Bike,Faridabad Sector 15,Kanhaiya Nagar,9.5,434.0
Go Sedan,Netaji Subhash Place,Meerut,16.76,537.0
Bike,Huda City Centre,DLF Phase 3,10.06,259.0
Go Sedan,Shastri Park,Ashram,27.36,142.0
Auto,Panipat,Chhatarpur,19.15,749.0
Go Mini,Bahadurgarh,Bhikaji Cama Place,27.95,430.0
Auto,Udyog Vihar Phase 4,Mansarovar Park,17.32,285.0
Auto,India Gate,Sonipat,41.39,133.0
Go Mini,Kashmere Gate,Govindpuri,41.7,924.0
Go Mini,Kashmere Gate,Govindpuri,41.7,924.0
Premier Sedan,Azadpur,Subhash Chowk,31.73,1012.0
Auto,Malviya Nagar,Tughlakabad,44.84,483.0
Auto,Noida Sector 18,Malviya Nagar,16.37,218.0
Go Mini,Azadpur,Punjabi Bagh,13.35,100.0
Go Sedan,Pragati Maidan,Mansarovar Park,16.09,462.0
eBike,Peeragarhi,Aya Nagar,37.08,421.0
Auto,Manesar,IGNOU Road,4.93,450.0
Auto,DLF Phase 3,Lal Quila,15.21,74.0
Premier Sedan,Mundka,Kanhaiya Nagar,14.48,867.0
Go Sedan,Patel Chowk,Golf Course Road,13.75,287.0
Go Sedan,RK Puram,Barakhamba Road,29.27,410.0
Go Mini,Ambience Mall,Rohini West,22.57,76.0
Go Mini,Kadarpur,Rohini East,10.79,1258.0
Go Mini,Khan Market,Paharganj,7.87,981.0
Premier Sedan,Connaught Place,Jahangirpuri,17.55,699.0
Auto,Ramesh Nagar,Hauz Khas,2.79,473.0
Uber XL,Kirti Nagar,Khan Market,40.98,744.0
Go Sedan,Hauz Rani,Udyog Vihar,49.16,462.0
Go Sedan,Ramesh Nagar,Rajiv Chowk,44.84,1632.0
Go Mini,Vishwavidyalaya,Qutub Minar,3.86,1687.0
Go Mini,Vishwavidyalaya,Qutub Minar,3.86,1687.0
Go Mini,Jahangirpuri,Janakpuri,15.53,93.0
Bike,Palam Vihar,ITO,43.95,92.0
Bike,Rohini West,Moolchand,7.99,51.0
Go Mini,Jahangirpuri,Vishwavidyalaya,9.77,885.0
Go Mini,Ashram,Pataudi Chowk,22.74,250.0
Go Mini,Malviya Nagar,Ramesh Nagar,19.36,277.0
Go Sedan,South Extension,Qutub Minar,5.05,606.0
Go Mini,IGI Airport,Ambience Mall,30.32,898.0
Auto,Ardee City,Jama Masjid,38.74,318.0
Go Sedan,Laxmi Nagar,Saket,16.63,794.0
Go Sedan,Tagore Garden,Khan Market,10.17,1624.0
Go Sedan,Chhatarpur,IFFCO Chowk,12.11,805.0
Auto,Vinobapuri,Chirag Delhi,10.53,848.0
eBike,Shivaji Park,Kalkaji,44.74,132.0
eBike,Laxmi Nagar,Rithala,17.7,486.0
Go Sedan,Okhla,Badshahpur,5.3,89.0
Auto,Gwal Pahari,Mandi House,10.7,135.0
Auto,Gwal Pahari,Mandi House,10.7,135.0
eBike,Nirman Vihar,Sarai Kale Khan,30.83,172.0
Go Sedan,Chirag Delhi,Noida Sector 62,18.19,666.0
Auto,Panipat,Noida Film City,30.2,533.0
eBike,Golf Course Road,Uttam Nagar,44.16,359.0
Go Mini,Vinobapuri,Mansarovar Park,40.85,188.0
Auto,Badshahpur,Indirapuram,18.51,340.0
eBike,Saket,Chanakyapuri,15.17,119.0
eBike,Shivaji Park,Hauz Khas,43.88,123.0
eBike,Shivaji Park,Hauz Khas,43.88,123.0
Go Sedan,MG Road,Basai Dhankot,48.43,328.0
Premier Sedan,Tagore Garden,Gurgaon Sector 29,20.34,482.0
Go Sedan,Jhilmil,Lok Kalyan Marg,8.28,470.0
Auto,Sarojini Nagar,Moolchand,47.44,369.0
Go Sedan,Gurgaon Sector 56,Laxmi Nagar,19.27,812.0
Auto,Inderlok,Tughlakabad,28.98,508.0
eBike,Kanhaiya Nagar,Hauz Rani,33.5,297.0
Uber XL,Delhi Gate,Moolchand,43.6,824.0
Bike,Chanakyapuri,Saket,48.09,184.0
Auto,Pataudi Chowk,Botanical Garden,17.84,295.0
Auto,Tis Hazari,Narsinghpur,29.81,602.0
eBike,Kashmere Gate,Rohini East,41.82,356.0
Premier Sedan,Badshahpur,Shivaji Park,5.48,193.0
Bike,Samaypur Badli,IIT Delhi,20.56,91.0
Premier Sedan,Bhiwadi,Pulbangash,23.82,460.0
Bike,IIT Delhi,Green Park,15.55,2422.0
Uber XL,Rohini East,GTB Nagar,19.82,551.0
Auto,Adarsh Nagar,Bhiwadi,14.3,559.0
Go Sedan,IGNOU Road,Udyog Vihar,20.88,474.0
Go Mini,Gurgaon Sector 29,ITO,21.27,433.0
Bike,Arjangarh,Nehru Place,3.22,811.0
Auto,South Extension,Sohna Road,26.59,323.0
Auto,Mayur Vihar,Greater Noida,7.2,80.0
Premier Sedan,Seelampur,Chanakyapuri,34.09,342.0
Auto,Ghitorni Village,Manesar,32.21,406.0
Bike,Kashmere Gate ISBT,Subhash Chowk,36.22,615.0
Auto,Nirman Vihar,Raj Nagar Extension,29.36,961.0
Bike,Kaushambi,Golf Course Road,49.3,108.0
Auto,Gwal Pahari,Aya Nagar,2.31,596.0
Bike,Lajpat Nagar,Shivaji Park,37.68,306.0
Uber XL,Ghitorni,Janakpuri,11.72,493.0
Uber XL,Rithala,Kadarpur,16.73,407.0
Auto,Pitampura,Gurgaon Sector 56,34.24,131.0
Bike,Akshardham,Saket A Block,33.81,136.0
Auto,Moolchand,Bhikaji Cama Place,2.16,338.0
Uber XL,IIT Delhi,Nehru Place,12.75,182.0
Auto,Preet Vihar,Mandi House,36.27,737.0
eBike,Ramesh Nagar,Gurgaon Railway Station,12.6,1116.0
Go Mini,Anand Vihar ISBT,South Extension,44.75,922.0
Go Mini,Anand Vihar ISBT,South Extension,44.75,922.0
Go Mini,Punjabi Bagh,Raj Nagar Extension,15.29,390.0
Go Mini,Punjabi Bagh,Raj Nagar Extension,15.29,390.0
Premier Sedan,Ardee City,Tagore Garden,28.8,316.0
Premier Sedan,Ardee City,Tagore Garden,28.8,316.0
Bike,Vinobapuri,Keshav Puram,38.09,753.0
Auto,Tilak Nagar,Shastri Park,16.33,310.0
Auto,Maidan Garhi,Udyog Bhawan,21.42,736.0
Auto,Maidan Garhi,Udyog Bhawan,21.42,736.0
Auto,Okhla,Aya Nagar,26.69,318.0
Auto,Okhla,Aya Nagar,26.69,318.0
Go Sedan,Saidulajab,Okhla,39.83,558.0
Premier Sedan,Uttam Nagar,Rithala,28.82,1055.0
Go Mini,Vaishali,Anand Vihar ISBT,44.85,206.0
Go Sedan,Qutub Minar,Badarpur,15.13,230.0
Auto,Vinobapuri,Hero Honda Chowk,12.27,240.0
Premier Sedan,Saidulajab,Akshardham,23.31,91.0
Bike,Khandsa,Badarpur,28.36,221.0
Auto,Yamuna Bank,Basai Dhankot,36.22,121.0
Bike,RK Puram,South Extension,14.17,434.0
Go Mini,Karkarduma,Dilshad Garden,48.52,608.0
Bike,India Gate,Munirka,6.69,460.0
Auto,New Colony,Satguru Ram Singh Marg,5.26,819.0
Auto,New Colony,Satguru Ram Singh Marg,5.26,819.0
Go Sedan,Ashram,Kanhaiya Nagar,45.21,489.0
Auto,Chirag Delhi,Barakhamba Road,38.88,674.0
Go Mini,Greater Kailash,Janakpuri,5.15,499.0
Bike,Vinobapuri,Noida Extension,17.39,552.0
Premier Sedan,Anand Vihar,Khandsa,46.91,321.0
Premier Sedan,New Delhi Railway Station,Panchsheel Park,17.99,991.0
Go Mini,Badshahpur,Seelampur,11.63,533.0
Premier Sedan,Khan Market,Ardee City,29.88,93.0
Uber XL,Pataudi Chowk,Khandsa,18.7,231.0
Go Sedan,Madipur,IIT Delhi,23.65,2869.0
Bike,Kashmere Gate ISBT,Faridabad Sector 15,27.68,185.0
Auto,Samaypur Badli,Udyog Vihar Phase 4,32.68,936.0
Auto,Samaypur Badli,Udyog Vihar Phase 4,32.68,936.0
Auto,India Gate,Udyog Vihar Phase 4,46.96,310.0
Bike,Ashram,Delhi Gate,31.64,595.0
Go Sedan,Dwarka Sector 21,Lal Quila,8.82,697.0
Uber XL,Rohini West,Kanhaiya Nagar,21.56,369.0
Premier Sedan,Dwarka Sector 21,Noida Film City,36.98,193.0
eBike,Sarai Kale Khan,Chanakyapuri,22.0,411.0
Go Sedan,Ashram,Ashok Vihar,22.06,349.0
Go Mini,Lok Kalyan Marg,Ashok Vihar,29.21,1061.0
Bike,Pragati Maidan,Satguru Ram Singh Marg,8.37,167.0
Auto,Panipat,RK Puram,5.97,278.0
Auto,Panipat,RK Puram,5.97,278.0
Bike,Samaypur Badli,Faridabad Sector 15,36.59,669.0
Bike,Inderlok,Badarpur,14.92,840.0
Go Mini,Sadar Bazar Gurgaon,Samaypur Badli,48.82,137.0
Uber XL,Mehrauli,Chanakyapuri,19.82,699.0
Uber XL,Sonipat,Noida Sector 18,15.66,252.0
Auto,Chhatarpur,Noida Sector 62,8.19,264.0
Auto,Chhatarpur,Noida Sector 62,8.19,264.0
Go Sedan,Udyog Vihar Phase 4,Noida Extension,5.46,133.0
Go Mini,Badarpur,India Gate,42.04,754.0
Go Sedan,Rithala,Chirag Delhi,12.09,803.0
Bike,Golf Course Road,Satguru Ram Singh Marg,38.73,793.0
Auto,Badarpur,Ashok Vihar,14.93,2308.0
Go Sedan,Sadar Bazar Gurgaon,Noida Sector 62,35.73,727.0
Auto,Rohini,Shahdara,4.82,82.0
Bike,Barakhamba Road,Narsinghpur,34.61,927.0
Go Sedan,Shastri Nagar,Nirman Vihar,8.91,468.0
Go Sedan,Badshahpur,Botanical Garden,34.02,473.0
Go Mini,Gurgaon Railway Station,Ashok Park Main,19.6,278.0
Go Mini,Jhilmil,Karkarduma,9.02,444.0
Auto,Sohna Road,Qutub Minar,43.49,180.0
Go Mini,Nehru Place,Green Park,45.0,59.0
Go Mini,Patel Chowk,Barakhamba Road,46.25,302.0
Go Sedan,Vasant Kunj,Bahadurgarh,18.74,404.0
Go Sedan,Moolchand,Kashmere Gate,41.96,979.0
Auto,IMT Manesar,Moolchand,16.22,143.0
Bike,Ghitorni Village,Cyber Hub,36.76,1055.0
Go Mini,Ambience Mall,Karol Bagh,3.27,811.0
Go Sedan,ITO,Gurgaon Sector 56,15.25,479.0
Bike,Gurgaon Sector 29,Dwarka Mor,37.61,1536.0
Bike,Samaypur Badli,Botanical Garden,47.46,1208.0
Bike,Pitampura,Panipat,9.03,1192.0
Go Sedan,Rajiv Nagar,Sushant Lok,14.15,866.0
Go Mini,MG Road,Central Secretariat,35.42,786.0
Premier Sedan,Vaishali,Rajiv Nagar,15.91,345.0
Premier Sedan,Vaishali,Rajiv Nagar,15.91,345.0
Go Sedan,Lal Quila,Central Secretariat,49.85,649.0
Go Sedan,Karol Bagh,Indraprastha,13.38,2236.0
eBike,Lajpat Nagar,Noida Sector 62,41.46,485.0
eBike,Adarsh Nagar,Govindpuri,9.59,462.0
Go Sedan,Jasola,MG Road,3.18,1505.0
Bike,Laxmi Nagar,Chandni Chowk,23.63,584.0
Go Sedan,Ghitorni,IIT Delhi,31.07,66.0
Auto,Badshahpur,Palam Vihar,30.33,179.0
Premier Sedan,Sushant Lok,IGI Airport,14.47,768.0
Go Mini,New Colony,Udyog Vihar,22.63,477.0
Auto,Moolchand,Rajiv Nagar,18.69,834.0
Auto,Sonipat,Arjangarh,6.54,640.0
Auto,Hero Honda Chowk,Ambience Mall,42.84,348.0
Go Sedan,Patel Chowk,Saket,28.42,931.0
Bike,Lal Quila,Pitampura,4.08,240.0
Go Mini,IFFCO Chowk,Mayur Vihar,43.08,199.0
Premier Sedan,Azadpur,Adarsh Nagar,44.81,1372.0
Auto,Basai Dhankot,IIT Delhi,13.39,613.0
Go Mini,Punjabi Bagh,IIT Delhi,13.13,1010.0
Auto,GTB Nagar,IIT Delhi,23.95,526.0
Uber XL,Pataudi Chowk,Udyog Bhawan,43.77,831.0
eBike,Gurgaon Railway Station,Malviya Nagar,30.66,78.0
Go Mini,Indraprastha,Badarpur,3.27,315.0
Go Sedan,Inderlok,Noida Extension,28.69,898.0
Uber XL,Tis Hazari,Vidhan Sabha,28.58,968.0
Go Sedan,Sonipat,Chirag Delhi,4.32,920.0
Go Sedan,Udyog Vihar,IGNOU Road,37.15,459.0
Go Mini,GTB Nagar,Saket A Block,38.51,546.0
Premier Sedan,Noida Extension,Connaught Place,35.35,748.0
Bike,Rajiv Chowk,Nehru Place,4.11,457.0
eBike,Mehrauli,Tughlakabad,21.83,451.0
Go Mini,Hauz Khas,Shastri Nagar,9.61,1803.0
Bike,Ambience Mall,Chanakyapuri,15.81,454.0
Go Sedan,Kalkaji,Uttam Nagar,44.51,119.0
Auto,Jhilmil,Mayur Vihar,8.2,281.0
Bike,Paharganj,Hauz Rani,32.58,85.0
Auto,Mundka,Noida Sector 18,33.08,122.0
Go Sedan,Vasant Kunj,Green Park,15.64,842.0
Bike,IIT Delhi,Vinobapuri,15.58,102.0
Bike,IIT Delhi,Vinobapuri,15.58,102.0
Auto,Vaishali,IGNOU Road,39.02,173.0
Go Sedan,Gurgaon Sector 56,Jhilmil,7.6,377.0
Premier Sedan,Botanical Garden,Samaypur Badli,30.99,590.0
Go Sedan,Basai Dhankot,Punjabi Bagh,49.79,428.0
Auto,Faridabad Sector 15,GTB Nagar,32.08,64.0
Auto,Govindpuri,Hauz Rani,10.94,688.0
Bike,Sohna Road,Keshav Puram,16.86,139.0
eBike,Sultanpur,Rohini East,5.48,689.0
Go Mini,Dilshad Garden,Palam Vihar,19.66,158.0
Auto,Civil Lines Gurgaon,Basai Dhankot,19.67,803.0
Go Sedan,Rithala,Panipat,3.83,874.0
Go Sedan,Keshav Puram,Punjabi Bagh,44.93,741.0
Go Sedan,Gurgaon Railway Station,Vidhan Sabha,41.94,159.0
Bike,Samaypur Badli,Greater Noida,38.71,743.0
Bike,Indraprastha,Punjabi Bagh,18.64,175.0
Premier Sedan,Palam Vihar,Rohini,17.87,91.0
Bike,Old Gurgaon,Noida Extension,21.46,627.0
Go Sedan,Kashmere Gate,Lok Kalyan Marg,26.89,220.0
Premier Sedan,Nehru Place,Sikanderpur,40.83,1294.0
Bike,Patel Chowk,Janakpuri,17.26,154.0
Bike,Kadarpur,Uttam Nagar,30.89,91.0
Auto,Udyog Bhawan,India Gate,15.17,1246.0
Auto,INA Market,Malviya Nagar,17.02,533.0
Auto,INA Market,Malviya Nagar,17.02,533.0
Bike,IMT Manesar,Badarpur,34.7,1603.0
Bike,INA Market,Dilshad Garden,46.7,291.0
Premier Sedan,Shastri Park,Dwarka Sector 21,31.98,490.0
Auto,Greater Kailash,Badarpur,13.26,361.0
Go Mini,Basai Dhankot,Rohini,3.01,224.0
Go Sedan,Kashmere Gate,Adarsh Nagar,41.11,331.0
Go Sedan,Kashmere Gate,Adarsh Nagar,41.11,331.0
eBike,Gwal Pahari,Anand Vihar,16.7,217.0
Go Sedan,Model Town,Mansarovar Park,44.66,1176.0
Bike,Panipat,Vatika Chowk,23.54,475.0
Uber XL,Seelampur,Dwarka Mor,32.94,533.0
Go Sedan,DLF Phase 3,Green Park,4.3,620.0
Go Sedan,Saket,Tughlakabad,20.2,260.0
eBike,Dwarka Sector 21,Nirman Vihar,48.94,763.0
Go Mini,Greater Noida,Ramesh Nagar,20.02,1242.0
Auto,Noida Extension,Kadarpur,41.58,343.0
Auto,Paharganj,Hauz Khas,18.97,255.0
Premier Sedan,Meerut,Karol Bagh,27.36,446.0
Go Sedan,Nehru Place,Kaushambi,12.87,529.0
Auto,DLF City Court,Qutub Minar,9.25,174.0
eBike,Sohna Road,DLF Phase 3,21.13,435.0
Go Mini,Uttam Nagar,Seelampur,44.51,1208.0
Bike,Dwarka Mor,ITO,27.68,316.0
Go Mini,Manesar,Nirman Vihar,11.34,313.0
Uber XL,Shivaji Park,Sadar Bazar Gurgaon,45.43,266.0
Auto,Bahadurgarh,Civil Lines Gurgaon,31.72,295.0
